CITY;STATE;CAPITAL;IBGE_RES_POP;IBGE_RES_POP_BRAS;IBGE_RES_POP_ESTR;IBGE_DU;IBGE_DU_URBAN;IBGE_DU_RURAL;IBGE_POP;IBGE_1;IBGE_1-4;IBGE_5-9;IBGE_10-14;IBGE_15-59;IBGE_60+;IBGE_PLANTED_AREA;IBGE_CROP_PRODUCTION_$;IDHM Ranking 2010;IDHM;IDHM_Renda;IDHM_Longevidade;IDHM_Educacao;LONG;LAT;ALT;PAY_TV;FIXED_PHONES;AREA;REGIAO_TUR;CATEGORIA_TUR;ESTIMATED_POP;RURAL_URBAN;GVA_AGROPEC;GVA_INDUSTRY;GVA_SERVICES;GVA_PUBLIC; GVA_TOTAL ;TAXES;GDP;POP_GDP;GDP_CAPITA;GVA_MAIN;MUN_EXPENDIT;COMP_TOT;COMP_A;COMP_B;COMP_C;COMP_D;COMP_E;COMP_F;COMP_G;COMP_H;COMP_I;COMP_J;COMP_K;COMP_L;COMP_M;COMP_N;COMP_O;COMP_P;COMP_Q;COMP_R;COMP_S;COMP_T;COMP_U;HOTELS;BEDS;Pr_Agencies;Pu_Agencies;Pr_Bank;Pu_Bank;Pr_Assets;Pu_Assets;Cars;Motorcycles;Wheeled_tractor;UBER;MAC;WAL-MART;POST_OFFICES
Batalha;AL;0;17076;17076;0;4415;3182;1233;11768;185;806;1182;1295;7189;1111;550;495;4286;0.594;0.563;0.752;0.496;-37.12709189;-9.674593028;131.6;149;190;319.04;;;18455;Intermediário Adjacente;18.63;14605.2;52778.66;67982.74;153991.69;10017.46;164.01;18631;8803.02;Administração, defesa, educação e saúde públicas e seguridade social;;154;2;1;8;0;1;4;85;6;3;2;0;0;4;2;2;25;1;3;5;0;0;;;1;2;1;2;9743879;366781566;1105;1977;0;;;;1
Batalha;PI;0;25774;25774;0;6923;2740;4183;10285;139;646;918;1050;6271;1261;5969;4666;5275;0.545;0.54;0.755;0.398;-42.07521873;-4.020412336;129.99;375;123;1,589.01;Polo Das Águas;D;26806;Rural Adjacente;11026.44;6.17;45.21;94278.31;156678.62;8017.57;164696.19;26379;6243.46;Administração, defesa, educação e saúde públicas e seguridade social;45309034;245;1;0;17;0;0;6;155;1;10;5;1;1;2;4;3;5;4;3;27;0;0;;;0;1;0;1;0;38292483;831;2884;0;;;;1
Batatais;SP;0;56476;56446;30;17751;15783;1968;49020;554;2169;3082;3691;32267;7257;53575;310643;361;0.76;0.766;0.84;0.685;-47.58610673;-20.8919295;865.74;5157;14102;849.53;Lagos Do Rio Grande;C;62024;Urbano;162909.73;368190.17;788.7;225041.53;1544844.78;117254.03;1662.1;61040;27229.67;Demais serviços;146533039;1997;120;0;269;0;1;60;878;89;141;33;25;19;75;93;3;54;38;17;82;0;0;1;90;4;2;3;2;1079471213;23990652940;24293;8549;2;;;;2
Batayporã;MS;0;10936;10924;12;3482;2640;842;7971;135;498;662;825;5030;821;42162;130164;2335;0.684;0.702;0.814;0.559;-53.27480699;-22.29587997;329.04;287;1125;1,828.02;Vale Das Águas;D;11305;Intermediário Adjacente;130318.02;51502.41;77689.11;65073.48;324583.01;20076.65;344659.66;11228;30696.44;Agricultura, inclusive apoio à agricultura e a pós colheita;;186;7;2;14;0;0;5;83;23;14;0;0;1;4;3;2;5;12;4;7;0;0;;;0;1;0;1;0;86121296;2629;1804;0;;;;1
Baturité;CE;0;33321;33321;0;9177;6861;2316;20207;321;1356;1764;2178;12286;2302;6690;16163;3728;0.619;0.574;0.753;0.548;-38.88002138;-4.331205156;173.04;1541;687;308.58;Serras De Aratanha E Baturité;C;35575;Intermediário Adjacente;19145.53;17.56;138129.57;108897.77;283735.45;16518.81;300254.26;35154;8541.11;Administração, defesa, educação e saúde públicas e seguridade social;55942229;486;4;0;29;0;0;11;292;4;24;2;1;0;9;21;7;15;11;2;54;0;0;1;23;1;3;1;3;11875009;1484862140;2538;6651;0;;;;1
Bauru;SP;0;343937;343437;500;109918;109134;785;336374;4095;16362;22170;25539;224032;44176;4425;60396;37;0.8;0.8;0.854;0.752;-49.08300087;-22.3251225;510.09;62637;137033;667.68;Coração Paulista;B;374272;Urbano;35378.76;2407618.81;8212767.72;1324388.27;11980153.56;1160932.02;13141085.58;369368;35577.22;Demais serviços;884996534;12452;81;4;661;1;24;530;5504;453;939;279;232;263;672;1144;8;406;515;147;589;0;0;;;35;21;6;2;5675309236;9228598568;175000;57136;36;1;4;1;10
Bayeux;PB;0;99716;99672;44;27963;27714;249;92306;1415;5742;7617;8664;60207;8661;9;93;3144;0.649;0.619;0.779;0.566;-34.92918582;-7.132276485;11.32;1212;3775;27.54;Costa Das Piscinas;D;96550;Urbano;7710.82;121762.18;554025.42;412075.5;1095573.91;130834.88;1226408.79;96583;12697.98;Administração, defesa, educação e saúde públicas e seguridade social;;957;3;0;98;1;1;35;491;38;29;11;3;4;14;49;4;101;15;11;49;0;0;;;2;3;2;3;84091625;429106874;13136;12955;0;;;;1
Bebedouro;SP;0;75035;74929;106;23744;22668;1076;70983;814;3378;4566;5516;46885;9824;47433;287394;128;0.78;0.756;0.853;0.735;-48.47736217;-20.94981552;564.74;4725;16936;683.19;Águas Sertanejas;C;77436;Urbano;96009.12;530973.23;1907.27;309845.05;2844.1;375947.54;3220043.88;77695;41444.67;Demais serviços;203096004;2759;121;0;135;0;5;95;1299;186;198;45;31;26;145;161;3;50;97;37;125;0;0;;;6;3;4;2;1076189925;7281824923;31797;19372;7;;1;;4
Beberibe;CE;0;49311;49267;44;14094;6301;7793;18694;242;1057;1523;1789;11978;2105;33111;39058;3349;0.638;0.585;0.778;0.571;-38.12327304;-4.174763221;20.37;3027;763;1,620.34;Litoral Leste;B;53421;Rural Adjacente;180.92;83028.46;174124.97;169492.77;607564.26;27548.73;635112.99;52719;12047.14;Administração, defesa, educação e saúde públicas e seguridade social;101454686;491;28;3;43;1;0;11;254;2;59;1;2;6;11;20;3;7;8;3;29;0;0;4;74;1;1;1;1;20232558;71428747;5496;4920;0;;;;7
Bela Cruz;CE;0;30878;30878;0;8042;3619;4423;12922;196;769;1083;1381;7954;1539;39945;48371;3633;0.623;0.533;0.76;0.598;-40.16684291;-3.055106724;17.62;810;157;843.02;Litoral Extremo Oeste;D;32593;Rural Adjacente;23239.1;12215.7;61891.83;99021.38;196368.01;8.42;204787.51;32243;6351.38;Administração, defesa, educação e saúde públicas e seguridade social;56528332;383;2;1;36;0;1;7;220;0;4;3;0;0;8;7;2;42;4;3;43;0;0;;;1;1;1;1;36967273;95359896;1661;5507;0;;;;1
Bela Vista;MS;0;23181;22747;434;6718;5604;1114;14301;210;868;1204;1409;8879;1731;45553;103157;1970;0.698;0.699;0.83;0.585;-56.53131457;-22.11597618;198.34;541;1631;4,892.60;Bonito / Serra Da Bodoquena;D;24508;Intermediário Remoto;132054.78;31915.59;139.93;135462.57;439.36;41605.25;480969.39;24223;19855.9;Administração, defesa, educação e saúde públicas e seguridade social;58691047;290;9;3;11;0;2;6;153;23;15;5;0;0;11;9;3;11;14;4;11;0;0;;;1;1;1;1;39405002;152034179;3693;2431;0;;;;2
Bela Vista Da Caroba;PR;0;3945;3939;6;1261;353;908;1041;19;45;84;88;640;165;8575;24249;2429;0.68;0.667;0.828;0.572;-53.66604263;-25.87949332;543.33;35;100;148.11;;;3567;Rural Adjacente;53200.51;3455.82;18029.78;18193.51;92879.62;3382.47;96262.09;3811;25259.01;Agricultura, inclusive apoio à agricultura e a pós colheita;14014283;104;0;0;3;0;0;1;51;14;7;0;1;0;3;1;2;1;1;0;19;0;0;;;;;;;;;1182;778;2;;;;1
Bela Vista De Goiás;GO;0;24554;24516;38;8147;5839;2308;17820;273;966;1347;1434;11904;1896;24071;74048;1428;0.716;0.721;0.837;0.607;-48.9524116;-16.97312144;804.47;1045;2318;1,275.85;Região Turística Dos Negócios E Tradições;D;29448;Intermediário Adjacente;145.02;209447.63;272976.29;103038.61;730479.04;82376.23;812855.27;28077;28950.93;Demais serviços;69040682;577;15;1;59;0;2;19;269;52;17;6;5;6;29;23;2;19;22;4;27;0;0;;;2;2;2;2;55689855;363842727;7297;6562;2;;;;2
Bela Vista De Minas;MG;0;10004;10004;0;2890;2718;172;9377;126;559;733;855;5958;1146;11;60;2581;0.674;0.644;0.795;0.597;-43.09693227;-19.82584676;645.22;902;1016;109.14;;;10248;Urbano;1852.64;46997.64;50377.2;46.93;146154.72;8028.42;154183.15;10399;14826.73;Administração, defesa, educação e saúde públicas e seguridade social;25514170;169;2;0;7;0;1;4;77;15;8;0;0;0;5;5;2;6;4;2;31;0;0;;;1;0;1;0;12369472;0;2941;610;0;;;;1
Bela Vista Do Maranhão;MA;0;12049;12049;0;2984;1297;1687;5160;105;425;540;597;2997;496;707;1177;5147;0.55;0.515;0.735;0.45;-45.24824588;-3.73773325;37.25;229;57;147.95;;;11138;Rural Adjacente;7433.76;5093.59;21850.09;37919.99;72297.42;2949.13;75.25;11020;6828.18;Administração, defesa, educação e saúde públicas e seguridade social;29293330;35;0;1;2;0;0;5;18;0;1;0;0;0;1;0;1;0;0;1;5;0;0;;;;;;;;;526;1593;0;;;;1
Bela Vista Do Paraíso;PR;0;15079;15066;13;4820;4551;269;13949;168;664;895;1136;8840;2246;33904;92762;1435;0.716;0.721;0.844;0.604;-51.19414503;-22.99208753;614.52;279;1942;242.69;Norte Do Paraná;D;15395;Urbano;54266.62;21555.37;257746.57;62418;395986.56;53525.99;449512.55;15634;28752.24;Comércio e reparação de veículos automotores e motocicletas;35433791;465;7;0;41;0;0;8;219;75;16;3;4;4;16;11;3;19;15;4;20;0;0;;;2;1;2;1;118689756;147532668;6361;1746;2;;;;2
Bela Vista Do Piauí;PI;0;3778;3778;0;938;349;589;1241;14;84;128;115;773;127;2306;543;4736;0.58;0.52;0.709;0.519;-41.87137964;-7.97218532;326.08;8;39;499.09;;;3999;Rural Remoto;3684.73;1065.39;5.94;16749.99;27443.37;1421.58;28864.95;3934;7337.3;Administração, defesa, educação e saúde públicas e seguridade social;10489314;64;0;0;2;0;0;1;27;0;2;0;0;0;0;1;6;8;1;0;16;0;0;;;;;;;;;177;308;0;;;;1
Bela Vista Do Toldo;SC;0;6004;6004;0;1775;260;1515;847;15;42;58;74;575;83;11287;100745;2556;0.675;0.624;0.826;0.598;-50.46478824;-26.27622828;769.88;125;159;533.42;Vale Do Contestado;E;6311;Rural Adjacente;89696.1;7366.6;23738.69;28907.88;149709.26;3.59;153.3;6276;24426.18;Agricultura, inclusive apoio à agricultura e a pós colheita;17764335;100;4;0;7;0;0;1;41;6;2;1;0;0;1;3;3;12;0;0;19;0;0;;;;;;;;;1796;1194;1;;;;1
Belágua;MA;0;6524;6524;0;1277;647;630;3229;87;366;421;505;1687;163;2253;4469;5497;0.512;0.417;0.707;0.455;-43.51006164;-3.156772228;64.56;167;8;569.43;;;7409;Rural Adjacente;5023.3;1.89;8347.87;25214.38;40479.22;1109.43;41588.65;7350;5658.32;Administração, defesa, educação e saúde públicas e seguridade social;;18;0;0;0;0;0;1;8;0;0;0;0;0;0;2;2;0;0;0;5;0;0;;;;;;;;;74;271;0;;;;1
Belém;PA;1;1393399;1391623;1776;369222;365974;3248;1370089;19479;77895;103623;117183;924038;127871;1311;7616;642;0.746;0.751;0.822;0.673;-48.48782569;-1.459845;8.47;128090;244024;1,059.46;Belém;A;1485732;Urbano;61051.3;3712214.21;16639.29;4539.81;24952361.78;4474591.26;29426953.03;1446042;20350;Demais serviços;2521079357;17741;80;9;852;3;18;1018;7068;440;1060;329;268;176;1183;1896;92;617;1172;253;1204;0;3;18;1580;56;57;6;4;9769492872;119243502877;231612;141727;15;1;3;;17
Belém;PB;0;17093;17093;0;5165;4379;786;14041;204;782;1153;1315;8336;2251;1474;2430;4359;0.59;0.557;0.759;0.492;-35.53627408;-6.69404261;152.03;379;245;100.15;Brejo;D;17640;Rural Adjacente;5.82;13777.94;47444.18;73101.78;140148;14104.56;154252.57;17640;8744.48;Administração, defesa, educação e saúde públicas e seguridade social;28588606;180;1;0;12;0;1;0;92;1;6;3;0;0;1;3;4;28;5;6;17;0;0;;;1;0;1;0;85320161;0;1518;1992;0;;;;2
Belém;AL;0;4551;4551;0;1308;533;775;2340;36;146;211;255;1411;281;303;514;4313;0.593;0.587;0.764;0.464;-36.49449799;-9.568648231;319.52;36;30;66.66;Agreste;E;4406;Rural Adjacente;8394.9;533.92;7766.31;18.99;35683.39;0.62;36302.54;4517;8036.87;Administração, defesa, educação e saúde públicas e seguridade social;;26;0;0;0;0;0;0;14;2;0;1;0;0;1;2;1;1;0;0;4;0;0;;;;;;;;;328;654;0;;;;1
Belém De Maria;PE;0;11353;11353;0;3067;2238;829;7851;119;500;793;889;4584;966;380;1366;4671;0.578;0.537;0.749;0.479;-35.83992409;-8.621201911;273.53;78;239;75.14;;;12023;Intermediário Adjacente;3.8;2.42;18388.19;44731.37;69336.77;2668;72004.77;11941;6030.04;Administração, defesa, educação e saúde públicas e seguridade social;23246950;44;3;0;4;0;0;1;23;0;1;2;0;0;1;1;4;1;0;0;3;0;0;;;;;;;;;795;814;0;;;;1
Belém Do Brejo Do Cruz;PB;0;7143;7143;0;1973;1472;501;5250;73;303;499;473;3205;697;195;79;4679;0.578;0.55;0.779;0.451;-37.53950248;-6.188574998;180.23;17;15;601.17;Vale Dos Sertões;E;7335;Rural Adjacente;4651.02;2394.71;14658.69;34956.78;56661.19;2.59;59246.3;7334;8078.31;Administração, defesa, educação e saúde públicas e seguridade social;18101842;53;0;0;4;0;2;2;24;0;0;0;0;0;1;2;3;7;1;1;6;0;0;;;;;;;;;171;844;0;;;;1
Belém Do Piauí;PI;0;3284;3284;0;933;498;435;1603;36;120;139;143;1008;157;2733;1102;5191;0.551;0.537;0.696;0.448;-40.97030219;-7.370139616;342.97;2;17;243.53;Polo Histórico Cultural;E;3544;Rural Adjacente;1611.97;1330.18;5.4;15491.05;23830.52;1009.08;24839.61;3485;7127.58;Administração, defesa, educação e saúde públicas e seguridade social;10795921;38;1;0;0;1;0;4;20;0;2;2;0;0;0;1;2;1;0;0;4;0;0;;;;;;;;;162;209;0;;;;1
Belém Do São Francisco;PE;0;20253;20253;0;5045;3218;1827;12509;233;907;1239;1385;7503;1242;1184;24770;3257;0.642;0.611;0.784;0.553;-38.96159956;-8.75146278;316.35;107;863;1,830.80;Ilhas E Lagos Do São Francisco;D;20728;Intermediário Adjacente;36.06;6.9;58.41;78186.27;179554.18;8722.29;188276.46;20672;9107.8;Administração, defesa, educação e saúde públicas e seguridade social;37874999;134;8;0;3;0;0;3;68;6;3;2;0;0;5;0;3;9;4;2;18;0;0;;;0;1;0;1;0;48162093;1279;2509;0;;;;3
Belford Roxo;RJ;0;469332;468931;401;145726;145726;;468215;6431;26573;37438;46131;307093;44549;0;0;2358;0.684;0.662;0.808;0.598;-43.39962497;-22.76455597;17.9;41306;72500;78.99;Baixada Verde;D;508614;Urbano;2679.25;988889.97;3428106.83;3073707.32;7493383.37;790665.42;8284048.78;494141;16764.54;Administração, defesa, educação e saúde públicas e seguridade social;;3751;1;2;286;0;14;251;1581;165;172;35;15;18;76;171;3;239;88;54;580;0;0;;;10;5;3;2;872728469;1214461644;75465;22780;30;;1;;2
Belmiro Braga;MG;0;3403;3397;6;1089;375;714;1316;7;56;86;105;780;282;60;462;2922;0.66;0.653;0.83;0.531;-43.41572077;-21.9501313;496.75;285;149;393.09;;;3433;Rural Adjacente;10974.4;6798.23;13798.37;17779.02;49350.02;2887.94;52237.96;3502;14916.61;Administração, defesa, educação e saúde públicas e seguridade social;;71;3;3;7;0;0;0;16;4;4;0;0;1;2;4;3;2;0;4;18;0;0;;;;;;;;;663;209;0;;;;3
Belmonte;BA;0;21798;21798;0;6442;3404;3038;11305;146;729;1095;1195;6708;1432;14371;23278;4207;0.598;0.577;0.771;0.48;-38.88030324;-15.86139649;5.31;623;556;1,939.45;Costa Do Descobrimento;D;23214;Intermediário Adjacente;83529.47;19817.18;86.52;81.95;271.82;12.55;284368.39;23891;11902.74;Administração, defesa, educação e saúde públicas e seguridade social;53210124;241;6;2;11;0;1;3;145;0;19;3;0;0;2;7;2;21;3;1;15;0;0;;;0;2;0;2;0;59297867;847;1292;0;;;;5
Belmonte;SC;0;2635;2635;0;796;401;395;1273;18;84;107;112;792;160;3833;15979;1770;0.705;0.699;0.82;0.611;-53.58097723;-26.84458635;567.36;26;152;93.85;Caminhos Da Fronteira;E;2703;Rural Adjacente;18301.01;2170.96;12211.78;15024.61;47708.36;1890.85;49.6;2705;18336.12;Administração, defesa, educação e saúde públicas e seguridade social;12700189;75;2;0;6;0;0;1;21;14;4;1;0;0;1;1;2;3;0;5;14;0;0;;;;;;;;;986;461;0;;;;1
Belo Campo;BA;0;16021;16021;0;4364;2587;1777;8973;126;540;772;869;5391;1275;3066;7197;4745;0.575;0.562;0.76;0.444;-41.26003348;-15.0334962;846.98;67;321;772.76;;;17317;Rural Adjacente;10.54;4993.17;40955.27;56433.4;112922.81;5482.72;118405.53;18312;6466.01;Administração, defesa, educação e saúde públicas e seguridade social;39794993;134;1;0;8;0;0;1;93;2;1;2;1;0;0;6;3;3;0;0;13;0;0;;;0;1;0;1;0;39825225;1284;688;0;;;;6
Belo Horizonte;MG;1;2375151;2369063;6088;762924;762924;;2263631;25105;99493;135491;160227;1553724;289591;0;0;20;0.81;0.841;0.856;0.737;-43.92645317;-19.93752429;937.53;474416;1137695;331.40;Belo Horizonte;A;2501576;Urbano;2300.08;11901585.7;53213121.5;10664796.91;75781.8;12495.66;88277462.53;2513451;35122.01;Demais serviços;7899696615;103867;226;139;5221;96;156;6235;28240;2733;6514;3951;3501;2785;11925;17752;85;3325;4217;1436;5327;0;3;29;5075;273;129;24;3;137571784280;772424654831;1439055;248456;286;1;21;2;67
Belo Jardim;PE;0;72432;72432;0;22226;18167;4059;60186;886;3618;5001;5877;37657;7147;1010;1615;3504;0.629;0.617;0.783;0.514;-36.42003508;-8.335295439;616.7;801;2974;647.70;Fé E Arte;C;76185;Urbano;114367.15;532779.1;455532.95;291682.95;1394362.14;173.52;1567877.6;75729;20703.79;Indústrias de transformação;140460857;920;4;1;132;0;4;36;441;29;38;12;5;10;20;29;6;82;26;11;34;0;0;1;45;3;3;3;3;292849492;868495746;9061;14599;0;;;;4
Belo Monte;AL;0;7030;7030;0;1814;323;1491;1166;23;73;120;131;701;118;210;551;5474;0.517;0.507;0.725;0.376;-37.27843866;-9.826988855;20.79;87;54;335.05;Caminhos Do São Francisco;E;6696;Rural Adjacente;18.67;9448.17;9780.64;27066.03;64961.17;785.7;65746.88;6786;9688.61;Administração, defesa, educação e saúde públicas e seguridade social;;19;0;0;0;0;0;0;4;0;1;1;0;0;1;1;2;1;0;0;8;0;0;;;;;;;;;178;427;0;;;;1
Belo Oriente;MG;0;23397;23397;0;6795;5729;1066;19607;284;1233;1608;2063;12626;1793;279;1113;2283;0.69;0.655;0.813;0.606;-42.4872826;-19.224645;262.23;380;726;334.91;Mata Atlântica De Minas;D;26396;Urbano;13552.45;934370.47;219838.69;114546.17;1282307.77;107222.43;1389530.2;25895;53660.17;Indústrias de transformação;;329;3;1;21;0;1;18;158;28;15;6;0;1;11;17;2;6;11;2;28;0;0;;;3;2;3;2;151769679;148170275;4905;2444;0;;;;5
Belo Vale;MG;0;7536;7533;3;2474;1074;1400;3292;24;153;215;296;2118;486;2286;19500;3025;0.655;0.672;0.814;0.514;-44.02852765;-20.40665787;818.67;820;318;365.92;Veredas Do Paraopeba;D;7710;Rural Adjacente;25473.81;20376.06;35093.78;43487.21;124430.85;6907.15;131338;7829;16775.83;Administração, defesa, educação e saúde públicas e seguridade social;;174;1;10;7;0;0;7;67;18;13;1;3;0;4;9;2;7;4;5;16;0;0;;;;;;;;;2131;1137;1;;;;2
Belterra;PA;0;16318;16318;0;4004;1792;2212;6851;128;500;765;744;4012;702;28350;72043;4452;0.588;0.548;0.775;0.478;-54.94267474;-2.649020169;167.56;209;31;4,398.42;Tapajós;D;17624;Rural Adjacente;36562.44;8236.73;30874.42;70839.33;146512.91;4923.18;151436.09;17145;8832.67;Administração, defesa, educação e saúde públicas e seguridade social;;47;3;0;3;0;0;1;14;5;4;1;0;0;1;1;2;4;1;0;7;0;0;;;;;;;;;654;1649;0;;;;1
Beneditinos;PI;0;9911;9911;0;2774;1772;1002;6239;93;368;539;609;3729;901;2491;2451;5108;0.557;0.561;0.78;0.394;-42.3706167;-5.44760286;124.09;162;119;934.84;Polo Teresina;D;10462;Rural Adjacente;3346.8;2880.58;15618.53;39320.24;61166.14;2826.36;63992.5;10032;6378.84;Administração, defesa, educação e saúde públicas e seguridade social;23857643;76;1;0;1;0;0;2;59;0;0;1;0;0;1;1;3;2;1;0;4;0;0;;;;;;;;;316;1768;0;;;;1
Benedito Leite;MA;0;5469;5469;0;1424;710;714;2808;48;182;264;289;1717;308;4045;8808;5260;0.546;0.531;0.719;0.426;-44.5598568;-7.218799795;219;162;147;1,781.73;;;5627;Intermediário Remoto;6324.1;1886.88;9718.02;16640.66;34569.66;1572.99;36142.65;5524;6542.84;Administração, defesa, educação e saúde públicas e seguridade social;;33;3;0;0;0;0;0;13;6;1;0;0;0;0;1;2;5;0;0;2;0;0;;;;;;;;;34;136;0;;;;1
Benedito Novo;SC;0;10336;10336;0;3174;1811;1363;5787;78;303;405;457;3873;671;546;3345;786;0.74;0.723;0.868;0.645;-49.36440275;-26.77750757;195.52;488;1210;387.94;Vale Europeu;D;11526;Rural Adjacente;11092.88;98321.6;71374.81;44968.93;225.76;30.02;255781.38;11297;22641.53;Indústrias de transformação;23444045;447;8;0;163;5;1;23;103;25;27;3;2;0;8;10;3;28;3;9;26;0;0;;;1;1;1;1;31661659;50095766;4383;2975;5;;;;3
Benevides;PA;0;51651;51641;10;13697;7569;6128;29316;494;2003;2859;3079;18885;1996;151;2324;2776;0.665;0.623;0.798;0.592;-48.24183645;-1.361437515;31.61;2715;1950;187.83;Belém;D;61689;Urbano;5.93;391118.85;450520.73;192364.48;1039930.68;249717.4;1289648.08;59836;21553.05;Indústrias de transformação;89445403;556;10;1;92;0;1;28;266;28;22;1;2;2;12;18;3;30;8;4;28;0;0;1;50;1;3;1;3;48459074;165449168;4208;6316;0;;;;1
Benjamin Constant;AM;0;33411;32954;457;4450;3770;680;15462;391;1622;1886;1875;8766;922;592;6904;4780;0.574;0.526;0.763;0.471;-70.02734843;-4.374989019;69.8;1572;153;8,695.39;Polo Alto Solimões;D;42020;Intermediário Remoto;38851.26;11112.35;47634.64;162971.1;260569.34;6300.95;266870.29;40417;6602.92;Administração, defesa, educação e saúde públicas e seguridade social;69607292;55;0;0;2;0;1;0;36;1;1;2;0;0;2;1;3;2;1;0;3;0;0;;;1;0;1;0;27245740;0;59;1388;0;;;;1
Benjamin Constant Do Sul;RS;0;2307;2305;2;427;125;302;339;4;12;19;22;203;79;2667;8841;3721;0.619;0.601;0.801;0.492;-52.602225;-27.50858356;760.91;12;97;132.35;;;2031;Rural Adjacente;11410.26;1381.19;5797.48;11994.57;30583.51;902.2;31485.7;2245;14024.81;Administração, defesa, educação e saúde públicas e seguridade social;12062017;40;0;0;1;0;0;0;14;5;0;0;0;0;0;0;1;6;1;0;12;0;0;;;;;;;;;511;203;0;;;;1
Bento De Abreu;SP;0;2674;2674;0;862;788;74;2444;43;119;167;205;1596;314;14801;76118;677;0.74;0.706;0.82;0.712;-50.81185221;-21.26910802;432.32;281;317;301.69;;;2955;Rural Adjacente;31443.64;40301.1;30990.61;16472.49;119207.84;8788.83;127996.67;2902;44106.36;Indústrias de transformação;14283023;72;20;0;3;0;0;1;21;9;9;0;0;0;0;3;2;0;0;0;4;0;0;;;;;;;;;861;263;0;;;;1
Bento Fernandes;RN;0;5113;5113;0;1311;591;720;2060;29;106;218;215;1257;235;253;887;4609;0.58;0.542;0.737;0.494;-35.82169889;-5.692383318;125;64;55;301.07;;;5469;Rural Adjacente;3623.74;1194.08;6715.1;28056.47;39589.39;986.08;40575.48;5493;7386.76;Administração, defesa, educação e saúde públicas e seguridade social;;30;1;0;1;0;0;1;8;0;1;0;0;0;0;3;2;0;1;0;12;0;0;;;;;;;;;441;631;0;;;;1
Bento Gonçalves;RS;0;107278;107150;128;36519;34053;2466;97279;1023;4103;5492;6752;68213;11696;5294;133290;145;0.778;0.805;0.842;0.695;-51.51556031;-29.16740193;629.12;14923;28765;273.96;Uva E Vinho;B;119049;Urbano;72072.08;1675603.29;2397588.98;512815.44;4658079.79;784.56;5442.64;114203;47657.58;Demais serviços;309328034;7169;11;4;1233;1;5;509;2192;468;366;141;169;143;421;687;6;183;239;105;286;0;0;3;253;8;10;3;3;1392218115;8367362761;51473;13222;95;;;1;9
Bequimão;MA;0;20344;20344;0;5643;1814;3829;6600;105;474;589;628;4041;763;3354;6042;4132;0.601;0.51;0.757;0.561;-44.78573016;-2.462062995;3.19;436;140;790.23;Polo Floresta Dos Guarás;D;21260;Rural Adjacente;15590.76;4247.36;32938.22;54.37;107142.11;4300.14;111442.25;20867;5340.6;Administração, defesa, educação e saúde públicas e seguridade social;36948179;76;1;0;0;0;0;0;50;0;1;0;0;0;0;1;1;12;2;0;8;0;0;;;1;0;1;0;23367069;0;371;2222;0;;;;1
Berilo;MG;0;12300;12300;0;3305;1149;2156;3883;54;241;337;400;2446;405;1008;3237;3526;0.628;0.58;0.816;0.524;-42.46135377;-16.95030176;413.85;109;218;587.11;Lago De Irapé;D;11995;Rural Remoto;7269.33;2820.91;28414.6;45057.89;83562.72;3641.34;87204.07;12394;7035.99;Administração, defesa, educação e saúde públicas e seguridade social;18749331;137;0;1;7;0;0;4;64;5;7;3;0;0;5;5;2;11;9;1;13;0;0;;;0;1;0;1;0;88846896;885;2141;0;;;;2
Berizal;MG;0;4370;4370;0;1251;707;544;2475;49;173;232;227;1520;274;708;1847;4072;0.604;0.56;0.757;0.52;-41.74678509;-15.61078365;693.24;89;46;488.76;Cachaça;E;4705;Rural Adjacente;9392.93;3005.67;10670.88;20243.53;43313;1473.67;44786.67;4691;9547.36;Administração, defesa, educação e saúde públicas e seguridade social;11183445;61;1;0;10;0;0;2;29;2;1;1;0;0;0;1;3;2;2;0;7;0;0;;;;;;;;;429;753;1;;;;1
Bernardino Batista;PB;0;3075;3075;0;803;251;552;843;14;70;94;71;514;80;272;85;5086;0.56;0.526;0.716;0.462;-38.54886922;-6.453547793;692.66;6;12;50.63;;;3393;Rural Adjacente;1127.33;0.82;6100.33;20124.31;28174.85;981.59;29.16;3398;8580.47;Administração, defesa, educação e saúde públicas e seguridade social;15634635;16;0;0;2;0;0;0;7;0;0;0;0;1;0;0;2;0;0;0;4;0;0;;;;;;;;;117;277;0;;;;1
Bernardino De Campos;SP;0;10775;10764;11;3499;3161;338;9592;116;467;609;737;5985;1678;11100;49235;923;0.73;0.713;0.838;0.662;-49.47404348;-23.013553;698.08;420;1525;244.16;Vertente Das Águas Limpas;D;11137;Intermediário Adjacente;25092.36;41674.26;82.54;41302.95;190611.09;13225.69;203836.77;11169;18250.23;Demais serviços;28233864;576;235;0;41;0;4;7;147;25;36;5;1;2;11;13;2;11;14;2;20;0;0;;;1;1;1;1;64619868;54203615;4161;1050;0;;;;1
Bernardo Do Mearim;MA;0;5996;5992;4;1508;615;893;2321;37;159;209;221;1428;267;1637;2859;4065;0.604;0.544;0.742;0.547;-44.7643231;-4.630287491;52.22;16;18;247.22;;;6011;Rural Adjacente;15249.82;2951.13;11585.32;18288.24;48.07;1.56;49636.44;5938;8359.12;Administração, defesa, educação e saúde públicas e seguridade social;14156732;38;0;0;1;0;0;3;22;0;1;0;0;0;1;1;1;3;0;0;5;0;0;;;;;;;;;127;1260;0;;;;1
